reference_date,year,state_code,sex_code,age_code_official,age_years,age_group,population_persons,unit,quality_flag,census_basis,series_break_before,source_id,input_class,denominator
2021-12-31,2021,01,F,ALT000,0.0,0-17,12362,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT001,1.0,0-17,12412,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT002,2.0,0-17,12509,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT003,3.0,0-17,12963,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT004,4.0,0-17,13116,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT005,5.0,0-17,13480,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT006,6.0,0-17,12905,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT007,7.0,0-17,13030,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT008,8.0,0-17,12514,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT009,9.0,0-17,12677,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT010,10.0,0-17,12425,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT011,11.0,0-17,12846,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT012,12.0,0-17,12618,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT013,13.0,0-17,13214,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT014,14.0,0-17,13092,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT015,15.0,0-17,12913,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT016,16.0,0-17,12971,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT017,17.0,0-17,13473,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT018,18.0,18-29,13608,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT019,19.0,18-29,13785,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT020,20.0,18-29,14188,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT021,21.0,18-29,14846,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT022,22.0,18-29,14716,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT023,23.0,18-29,14956,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT024,24.0,18-29,15318,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT025,25.0,18-29,15397,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT026,26.0,18-29,14865,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT027,27.0,18-29,15004,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT028,28.0,18-29,15532,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT029,29.0,18-29,15731,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT030,30.0,30-44,16305,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT031,31.0,30-44,17235,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT032,32.0,30-44,17038,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT033,33.0,30-44,17354,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT034,34.0,30-44,17156,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT035,35.0,30-44,17003,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT036,36.0,30-44,16665,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT037,37.0,30-44,16759,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT038,38.0,30-44,17028,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT039,39.0,30-44,17879,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT040,40.0,30-44,17815,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT041,41.0,30-44,18198,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT042,42.0,30-44,17265,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT043,43.0,30-44,17091,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT044,44.0,30-44,17144,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT045,45.0,45-64,17318,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT046,46.0,45-64,16783,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT047,47.0,45-64,16778,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT048,48.0,45-64,17322,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT049,49.0,45-64,18840,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT050,50.0,45-64,21046,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT051,51.0,45-64,21703,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT052,52.0,45-64,24115,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT053,53.0,45-64,25584,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT054,54.0,45-64,26365,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT055,55.0,45-64,26516,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT056,56.0,45-64,26259,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT057,57.0,45-64,26037,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT058,58.0,45-64,25575,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT059,59.0,45-64,24260,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT060,60.0,45-64,23618,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT061,61.0,45-64,22512,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT062,62.0,45-64,21805,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT063,63.0,45-64,20392,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT064,64.0,45-64,20155,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT065,65.0,65-74,18846,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT066,66.0,65-74,18406,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT067,67.0,65-74,18302,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT068,68.0,65-74,17227,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT069,69.0,65-74,17161,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT070,70.0,65-74,16966,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT071,71.0,65-74,17151,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT072,72.0,65-74,16777,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT073,73.0,65-74,16348,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT074,74.0,65-74,15010,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT075,75.0,75-84,14039,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT076,76.0,75-84,11606,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT077,77.0,75-84,14967,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT078,78.0,75-84,15180,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT079,79.0,75-84,14404,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT080,80.0,75-84,16914,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT081,81.0,75-84,16709,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT082,82.0,75-84,16091,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT083,83.0,75-84,14559,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT084,84.0,75-84,12645,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT085,85.0,85-89,11244,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT086,86.0,85-89,10033,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT087,87.0,85-89,8132,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT088,88.0,85-89,5650,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT089,89.0,85-89,4817,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,F,ALT090UM,90.0,90+,21373,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT000,0.0,0-17,13094,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT001,1.0,0-17,12888,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT002,2.0,0-17,13273,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT003,3.0,0-17,13715,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT004,4.0,0-17,13849,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT005,5.0,0-17,14003,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT006,6.0,0-17,13650,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT007,7.0,0-17,13439,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT008,8.0,0-17,13192,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT009,9.0,0-17,13434,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT010,10.0,0-17,12941,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT011,11.0,0-17,13671,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT012,12.0,0-17,13569,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT013,13.0,0-17,13641,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT014,14.0,0-17,14004,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT015,15.0,0-17,13769,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT016,16.0,0-17,13774,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT017,17.0,0-17,14370,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT018,18.0,18-29,14395,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT019,19.0,18-29,14711,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT020,20.0,18-29,15119,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT021,21.0,18-29,16104,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT022,22.0,18-29,16815,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT023,23.0,18-29,16374,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT024,24.0,18-29,17111,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT025,25.0,18-29,16655,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT026,26.0,18-29,16270,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT027,27.0,18-29,16612,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT028,28.0,18-29,16706,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT029,29.0,18-29,16886,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT030,30.0,30-44,17337,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT031,31.0,30-44,18341,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT032,32.0,30-44,17836,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT033,33.0,30-44,18548,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT034,34.0,30-44,18166,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT035,35.0,30-44,17424,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT036,36.0,30-44,16676,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT037,37.0,30-44,16657,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT038,38.0,30-44,16941,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT039,39.0,30-44,17292,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT040,40.0,30-44,17166,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT041,41.0,30-44,17379,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT042,42.0,30-44,16518,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT043,43.0,30-44,16725,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT044,44.0,30-44,16430,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT045,45.0,45-64,16487,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT046,46.0,45-64,16239,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT047,47.0,45-64,16250,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT048,48.0,45-64,16681,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT049,49.0,45-64,18107,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT050,50.0,45-64,20316,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT051,51.0,45-64,21356,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT052,52.0,45-64,23557,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT053,53.0,45-64,24954,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT054,54.0,45-64,25903,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT055,55.0,45-64,25909,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT056,56.0,45-64,25246,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT057,57.0,45-64,25800,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT058,58.0,45-64,24709,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT059,59.0,45-64,23410,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT060,60.0,45-64,22728,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT061,61.0,45-64,21551,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT062,62.0,45-64,20759,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT063,63.0,45-64,19532,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT064,64.0,45-64,18479,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT065,65.0,65-74,17442,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT066,66.0,65-74,16780,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT067,67.0,65-74,16402,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT068,68.0,65-74,15692,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT069,69.0,65-74,15456,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT070,70.0,65-74,15311,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT071,71.0,65-74,15200,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT072,72.0,65-74,15080,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT073,73.0,65-74,14306,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT074,74.0,65-74,13145,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT075,75.0,75-84,11936,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT076,76.0,75-84,9446,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT077,77.0,75-84,12433,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT078,78.0,75-84,12620,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT079,79.0,75-84,11681,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT080,80.0,75-84,13716,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT081,81.0,75-84,13133,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT082,82.0,75-84,12254,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT083,83.0,75-84,10657,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT084,84.0,75-84,9174,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT085,85.0,85-89,7767,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT086,86.0,85-89,6405,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT087,87.0,85-89,5138,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
2021-12-31,2021,01,M,ALT088,88.0,85-89,3174,Anzahl,e,Census 2011 basis,False,DESTATIS-12411-0013,official population estimate,registered resident population at year end
